Date;GoodID;GoodName;GoodParent;RetailPrice;UnitOfMeasurement;Department;Quantity;SumOfSale;Cost
2021-06-26;BI-00000017;SC Еклер Банан Маракуйя;SC Еклери;55,00;шт;Підрозділ SHOco (Сахарова);25,00;1109,50;247,71
2021-06-26;BI-00000017;SC Еклер Банан Маракуйя;SC Еклери;55,00;шт;Підрозділ SHOco (Курбаса);8,00;440,00;79,27
2021-06-26;BI-00000017;SC Еклер Банан Маракуйя;SC Еклери;55,00;шт;Підрозділ SHOco (Кульпарківська);4,00;181,00;39,64
2021-06-26;BI-00000017;SC Еклер Банан Маракуйя;SC Еклери;55,00;шт;Підрозділ SHOco (Угорська);6,00;330,00;59,45
2021-06-26;BI-00000018;SC Еклер Ваніль;SC Еклери;49,00;шт;Підрозділ SHOco (Сахарова);28,00;1217,70;262,59
2021-06-26;BI-00000018;SC Еклер Ваніль;SC Еклери;49,00;шт;Підрозділ SHOco (Курбаса);5,00;245,00;46,89
2021-06-26;BI-00000018;SC Еклер Ваніль;SC Еклери;49,00;шт;Підрозділ SHOco (Кульпарківська);5,00;245,00;46,89
2021-06-26;BI-00000018;SC Еклер Ваніль;SC Еклери;49,00;шт;Підрозділ SHOco (Угорська);8,00;359,00;75,03
2021-06-26;BI-00000019;SC Еклер Груша;SC Еклери;49,00;шт;Підрозділ SHOco (Сахарова);31,00;1289,50;458,29
2021-06-26;BI-00000019;SC Еклер Груша;SC Еклери;49,00;шт;Підрозділ SHOco (Курбаса);5,00;245,00;73,92
2021-06-26;BI-00000019;SC Еклер Груша;SC Еклери;49,00;шт;Підрозділ SHOco (Кульпарківська);5,00;212,00;73,92
2021-06-26;BI-00000019;SC Еклер Груша;SC Еклери;49,00;шт;Підрозділ SHOco (Угорська);4,00;196,00;59,14
2021-06-26;BI-00000022;SC Еклер Карамель;SC Еклери;55,00;шт;Підрозділ SHOco (Сахарова);41,00;1876,00;529,86
2021-06-26;BI-00000022;SC Еклер Карамель;SC Еклери;55,00;шт;Підрозділ SHOco (Курбаса);12,00;625,00;155,09
2021-06-26;BI-00000022;SC Еклер Карамель;SC Еклери;55,00;шт;Підрозділ SHOco (Кульпарківська);12,00;660,00;155,09
2021-06-26;BI-00000022;SC Еклер Карамель;SC Еклери;55,00;шт;Підрозділ SHOco (Угорська);8,00;370,00;103,39
2021-06-26;BI-00000023;SC Еклер Кокос;SC Еклери;49,00;шт;Підрозділ SHOco (Сахарова);13,00;499,00;204,58
2021-06-26;BI-00000023;SC Еклер Кокос;SC Еклери;49,00;шт;Підрозділ SHOco (Курбаса);6,00;270,00;94,42
